OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
52823,36067010900,NEW YORK,NY,Onondaga County,2,2515,2515,1915,1050,1083,1407,2506,0.863713028,1.407725756157998,114,0.045328032,731,0.290656064,67,0.047619048,381,0.152035116,17,0.016190476,108,0.056396867,94,0.037375746,498,0.198011928,0.183589744,6.827199453551910,55.956350000000000,0.144280084,996.257130343243148,1493299.614561463706195,919.000000000000000,0.84856879,0.26713466,0.396985751,4.074714476123690,2.034800153554615,117.964985255562439,9.316452639238973,0,12.955695425935389,21.115886342369969,23.320251766683700,38.008595416265941,38.867086277806166,63.347659027109906,50.959068675345868,83.055819613321873,55.277633817324329,90.094448394111865,83.780163754382187,136.549398347325791,64.778477129676943,105.579431711849836,49.231642618554481,80.240368101005885,64.778477129676943,105.579431711849836,52.686494732137248,85.871271125637875,48.367929590158788,78.832642344847883,58.732485930907103,95.725351418743855,0,0,26,43,5,52,52,65,52,33,27,68,40,15,27,45,59,64,97,75,57,75,61,56,68,0,15,17,25,29,40,50,47,60,49,65,65,80,66,75,47,58,55,72,51,61,45,57,51,67,0,0,3,5,1,6,6,7,6,4,3,7,5,2,3,5,6,7,11,8,6,8,7,6,7,1,2,2,3,3,5,6,5,7,5,7,7,9,7,8,5,6,6,8,6,7,5,6,6,7,1,1,26 %ile,43 %ile,5 %ile,52 %ile,52 %ile,65 %ile,52 %ile,33 %ile,27 %ile,68 %ile,40 %ile,15 %ile,27 %ile,45 %ile,59 %ile,64 %ile,97 %ile,75 %ile,57 %ile,75 %ile,61 %ile,56 %ile,68 %ile,0 %ile,15 %ile,17 %ile,25 %ile,29 %ile,40 %ile,50 %ile,47 %ile,60 %ile,49 %ile,65 %ile,65 %ile,80 %ile,66 %ile,75 %ile,47 %ile,58 %ile,55 %ile,72 %ile,51 %ile,61 %ile,45 %ile,57 %ile,51 %ile,67 %ile,0 %ile,0 %ile,2486402.000000000000000,0,0,0,0,1,0.101259429,0.000275026
52824,36067011011,NEW YORK,NY,Onondaga County,2,3698,3569,3020,1833,1913,1972,3569,0.85458155,1.040373350016242,571,0.154407788,787,0.220509947,124,0.062880325,383,0.107312973,0,0,154,0.050993377,111,0.030016225,1099,0.297187669,0.161025641,6.830440983606560,55.891210000000001,0.136407848,1473.774673883599462,1357600.383819942362607,203.000000000000000,0.106116048,0.264111993,0.418659565,5.072843665624374,2.073200502907119,134.364445516167507,9.352885033395708,0,12.818723246928613,15.605600250243636,23.073701844471504,28.090080450438546,35.892425091400121,43.695680700682182,56.402382286485903,68.664641101071993,52.984056087304936,64.503147701007038,29.910354242833431,36.413067250568488,63.239034684847830,76.987627901201932,50.420311437919217,61.382027650958307,67.511942433824032,82.189494651283155,52.129474537509694,63.462774350990784,48.711148338328734,59.301280950925815,58.966126935871621,71.785761151120724,0,0,25,21,26,37,66,37,0,30,18,93,18,15,27,42,66,62,35,74,59,79,61,57,69,0,15,12,24,21,37,35,50,51,48,51,29,28,65,65,48,47,56,61,50,49,45,44,51,54,0,0,3,3,3,4,7,4,1,4,2,10,2,2,3,5,7,7,4,8,6,8,7,6,7,1,2,2,3,3,4,4,6,6,5,6,3,3,7,7,5,5,6,7,6,5,5,5,6,6,1,1,25 %ile,21 %ile,26 %ile,37 %ile,66 %ile,37 %ile,0 %ile,30 %ile,18 %ile,93 %ile,18 %ile,15 %ile,27 %ile,42 %ile,66 %ile,62 %ile,35 %ile,74 %ile,59 %ile,79 %ile,61 %ile,57 %ile,69 %ile,0 %ile,15 %ile,12 %ile,24 %ile,21 %ile,37 %ile,35 %ile,50 %ile,51 %ile,48 %ile,51 %ile,29 %ile,28 %ile,65 %ile,65 %ile,48 %ile,47 %ile,56 %ile,61 %ile,50 %ile,49 %ile,45 %ile,44 %ile,51 %ile,54 %ile,0 %ile,0 %ile,3035480.000000000000000,7521.000000000000000,0,0,0,0,0.077339589,0.000336595
52825,36067011012,NEW YORK,NY,Onondaga County,2,3877,3877,2787,1870,1870,2287,3877,0.754636592,1.103261801827804,816,0.210472014,579,0.149342275,80,0.034980324,540,0.139282951,42,0.022459893,211,0.075708647,216,0.05571318,782,0.201702347,0.150769231,6.827744808743170,55.852290000000004,0.136352351,1811.951896546307580,1166667.057020197622478,181.000000000000000,0.096791444,0.243421453,0.369487479,5.797796697587748,2.033760391794392,131.093680685238354,8.738481878115920,0,11.319548887263986,16.548927027417058,20.375187997075173,29.788068649350706,31.694736884339161,46.336995676767771,52.824561473898598,77.228326127946275,43.768922364087416,63.989184506012634,24.903007551980771,36.407639460317533,55.088471251351400,80.538111533429685,42.259649179118881,61.782660902357023,61.880200583709794,90.467467749879930,46.032832141540212,67.298969911496044,43.014285771603149,62.885922704184829,47.542105326508739,69.505493515151656,0,0,20,25,34,22,37,58,58,45,55,69,12,15,27,42,70,58,33,73,56,82,61,57,63,0,13,13,21,22,34,37,48,57,42,50,24,28,63,66,43,48,53,65,47,51,41,47,45,53,0,0,3,3,4,3,4,6,6,5,6,7,2,2,3,5,8,6,4,8,6,9,7,6,7,1,2,2,3,3,4,4,5,6,5,6,3,3,7,7,5,5,6,7,5,6,5,5,5,6,1,1,20 %ile,25 %ile,34 %ile,22 %ile,37 %ile,58 %ile,58 %ile,45 %ile,55 %ile,69 %ile,12 %ile,15 %ile,27 %ile,42 %ile,70 %ile,58 %ile,33 %ile,73 %ile,56 %ile,82 %ile,61 %ile,57 %ile,63 %ile,0 %ile,13 %ile,13 %ile,21 %ile,22 %ile,34 %ile,37 %ile,48 %ile,57 %ile,42 %ile,50 %ile,24 %ile,28 %ile,63 %ile,66 %ile,43 %ile,48 %ile,53 %ile,65 %ile,47 %ile,51 %ile,41 %ile,47 %ile,45 %ile,53 %ile,0 %ile,0 %ile,1965787.000000000000000,0,0,2,0,0,0.065050622,0.000217472
52826,36067011021,NEW YORK,NY,Onondaga County,2,2786,2776,1866,1048,1083,1495,2786,0.939110485,1.113665850814161,405,0.145369706,714,0.257204611,117,0.07826087,278,0.099784637,0,0,81,0.04340836,162,0.058147882,352,0.126346016,0.175384615,6.810510382513660,55.975679999999997,0.104499128,976.391615281992017,993484.443743313546292,141.000000000000000,0.130193906,0.195712464,0.393767348,2.814216005560513,0.904200828,106.188521371242203,7.971419372274621,0,14.086657274470200,16.704987762212408,25.355983094046358,30.068977971982335,28.173314548940400,33.409975524424816,55.407518612916121,65.706285198035474,50.711966188092717,60.137955943964670,36.625308913622519,43.432968181752265,65.737733947527602,77.956609556991239,53.529297642986755,63.478953496407151,61.981292007668877,73.501946153734593,43.199082308375282,51.228629137451385,51.651076673057396,61.251621794778835,51.651076673057396,61.251621794778835,0,0,30,25,24,45,77,31,0,25,58,30,31,15,27,30,59,54,39,70,57,66,46,55,55,0,16,13,27,23,31,26,50,49,46,48,35,32,66,65,50,49,53,56,45,41,47,46,47,48,0,0,4,3,3,5,8,4,1,3,6,4,4,2,3,4,6,6,4,8,6,7,5,6,6,1,2,2,3,3,4,3,6,5,5,5,4,4,7,7,6,5,6,6,5,5,5,5,5,5,1,1,30 %ile,25 %ile,24 %ile,45 %ile,77 %ile,31 %ile,0 %ile,25 %ile,58 %ile,30 %ile,31 %ile,15 %ile,27 %ile,30 %ile,59 %ile,54 %ile,39 %ile,70 %ile,57 %ile,66 %ile,46 %ile,55 %ile,55 %ile,0 %ile,16 %ile,13 %ile,27 %ile,23 %ile,31 %ile,26 %ile,50 %ile,49 %ile,46 %ile,48 %ile,35 %ile,32 %ile,66 %ile,65 %ile,50 %ile,49 %ile,53 %ile,56 %ile,45 %ile,41 %ile,47 %ile,46 %ile,47 %ile,48 %ile,0 %ile,0 %ile,9441871.000000000000000,0,0,0,0,0,0.149067223,0.001044843
52827,36067011022,NEW YORK,NY,Onondaga County,2,3150,3143,2521,1289,1359,1694,3150,0.504899145,1.358621308404722,185,0.058730159,472,0.150174992,137,0.080873672,458,0.145396825,34,0.026377036,163,0.064656882,90,0.028571429,788,0.25015873,0.201025641,6.820068032786890,55.980130000000003,0.134228226,983.169388657254103,1248231.665894020348787,457.000000000000000,0.336276674,0.19956882,0.357258052,3.409414708212053,1.169495842311608,104.374402621955824,8.840489822097972,0,7.573487176299230,20.379319626070831,13.632276917338615,36.682775326927498,20.700864948551231,55.703473644593608,29.789049560110307,80.158657195878604,30.293948705196922,81.517278504283325,32.313545285543384,86.951763737902212,35.342940156063079,95.103491588330542,27.769452979763845,74.724171962259717,35.847839301149691,96.462112896735263,25.244957254330767,67.931065420236109,27.769452979763845,74.724171962259717,32.313545285543384,86.951763737902212,0,0,7,40,8,22,78,62,61,38,17,86,57,15,27,41,59,60,64,70,55,71,50,55,64,0,9,17,14,28,23,45,29,58,32,61,31,59,57,72,33,55,37,68,30,52,28,55,34,63,0,0,1,5,1,3,8,7,7,4,2,9,6,2,3,5,6,7,7,8,6,8,6,6,7,1,1,2,2,3,3,5,3,6,4,7,4,6,6,8,4,6,4,7,4,6,3,6,4,7,1,1,7 %ile,40 %ile,8 %ile,22 %ile,78 %ile,62 %ile,61 %ile,38 %ile,17 %ile,86 %ile,57 %ile,15 %ile,27 %ile,41 %ile,59 %ile,60 %ile,64 %ile,70 %ile,55 %ile,71 %ile,50 %ile,55 %ile,64 %ile,0 %ile,9 %ile,17 %ile,14 %ile,28 %ile,23 %ile,45 %ile,29 %ile,58 %ile,32 %ile,61 %ile,31 %ile,59 %ile,57 %ile,72 %ile,33 %ile,55 %ile,37 %ile,68 %ile,30 %ile,52 %ile,28 %ile,55 %ile,34 %ile,63 %ile,0 %ile,0 %ile,2210917.000000000000000,0,0,0,0,0,0.118591588,0.000244603
52828,36067011101,NEW YORK,NY,Onondaga County,2,5634,5591,3868,2118,2118,2794,5634,0.735943199,1.100137744149223,1096,0.194533191,851,0.152208907,102,0.0365068,780,0.138445154,72,0.033994334,360,0.093071355,351,0.062300319,1173,0.208200213,0.138461538,6.827127322404370,55.726599999999998,0.124900251,2334.434678516232907,869321.793452706770040,590.000000000000000,0.278564684,0.975880198,0.527459501,2.163899063514105,1.692851815553211,149.960583950347143,7.846530233882431,0,11.039147985401835,16.502066162238350,19.134523174696511,28.603581347879803,27.965841563017982,41.805234277670486,55.195739927009171,82.510330811191750,37.533103150366237,56.107024951610384,42.684705543553761,63.807989160654948,66.970831111437789,100.112534717579322,47.100364737714493,70.408815625550289,44.892535140634124,67.108402393102622,41.948762344526969,62.707851416505726,42.684705543553761,63.807989160654948,39.740932747446607,59.407438184058059,0,0,19,25,32,22,39,57,66,53,64,72,6,15,26,38,75,51,58,91,64,61,57,58,54,0,13,13,20,21,31,33,49,60,38,45,40,45,67,73,46,53,43,52,44,49,41,47,40,46,0,0,2,3,4,3,4,6,7,6,7,8,1,2,3,4,8,6,6,10,7,7,6,6,6,1,2,2,3,3,4,4,5,7,4,5,5,5,7,8,5,6,5,6,5,5,5,5,5,5,1,1,19 %ile,25 %ile,32 %ile,22 %ile,39 %ile,57 %ile,66 %ile,53 %ile,64 %ile,72 %ile,6 %ile,15 %ile,26 %ile,38 %ile,75 %ile,51 %ile,58 %ile,91 %ile,64 %ile,61 %ile,57 %ile,58 %ile,54 %ile,0 %ile,13 %ile,13 %ile,20 %ile,21 %ile,31 %ile,33 %ile,49 %ile,60 %ile,38 %ile,45 %ile,40 %ile,45 %ile,67 %ile,73 %ile,46 %ile,53 %ile,43 %ile,52 %ile,44 %ile,49 %ile,41 %ile,47 %ile,40 %ile,46 %ile,0 %ile,0 %ile,4585372.000000000000000,62099.000000000000000,1,0,0,0,0.092553843,0.000514212
52829,36067011102,NEW YORK,NY,Onondaga County,2,3609,3595,2189,1713,1926,2012,3589,2.242370727363589,2.061212270911394,1992,0.55195345,1757,0.488734353,93,0.046222664,676,0.188353302,11,0.006421483,231,0.105527638,222,0.061512884,147,0.040731505,0.233846154,6.827191803278690,55.805920000000000,0.125421967,2579.483813469533743,1199645.206945112906396,224.000000000000000,0.116303219,0.455270456,0.550693225,4.056697561121031,2.884677749066227,166.914530943841470,8.743114753436018,0,33.635560910453833,30.918184063670903,58.301638911453317,53.591519043696231,85.210087639816379,78.326066294632952,170.420175279632758,156.652132589265904,132.299872914451754,121.611523983772216,82.967716912452801,76.264854023721568,183.874399643814314,169.019406214734261,145.754097278633282,133.978797609240587,165.935433824905601,152.529708047443137,152.481209460724074,140.162434421974751,132.299872914451754,121.611523983772216,141.269355823906125,129.856373067417792,0,0,79,76,69,83,50,81,39,59,63,3,83,15,26,38,76,59,37,82,65,74,68,59,63,0,34,24,53,41,64,59,88,87,77,78,65,52,89,90,81,79,84,85,82,81,80,77,79,79,0,0,8,8,7,9,6,9,4,6,7,1,9,2,3,4,8,6,4,9,7,8,7,6,7,1,4,3,6,5,7,6,9,9,8,8,7,6,9,10,9,8,9,9,9,9,9,8,8,8,1,1,79 %ile,76 %ile,69 %ile,83 %ile,50 %ile,81 %ile,39 %ile,59 %ile,63 %ile,3 %ile,83 %ile,15 %ile,26 %ile,38 %ile,76 %ile,59 %ile,37 %ile,82 %ile,65 %ile,74 %ile,68 %ile,59 %ile,63 %ile,0 %ile,34 %ile,24 %ile,53 %ile,41 %ile,64 %ile,59 %ile,88 %ile,87 %ile,77 %ile,78 %ile,65 %ile,52 %ile,89 %ile,90 %ile,81 %ile,79 %ile,84 %ile,85 %ile,82 %ile,81 %ile,80 %ile,77 %ile,79 %ile,79 %ile,0 %ile,0 %ile,7940947.000000000000000,0,0,1,6,4,0.139027604,0.000878479
52830,36067011201,NEW YORK,NY,Onondaga County,2,4394,4394,2872,1859,1933,2403,4394,1.066506483386676,1.377441991114396,620,0.141101502,1348,0.306781975,19,0.007906783,554,0.12608102,0,0,202,0.070334262,180,0.040964952,531,0.120846609,0.190769231,6.801592622950820,55.669930000000001,0.095770076,1620.626835218808083,392744.920617181516718,140.000000000000000,0.07242628,0.26946979,0.384362636,0.671063315,1.531671254751098,110.026970905589820,7.826622842447647,0,15.997597250800146,20.661629866715945,26.662662084666909,34.436049777859907,27.729168568053588,35.813491768974302,72.522440870293991,93.666055395778940,37.327726918533678,48.210469689003865,30.928688018213617,39.945817742317494,79.987986254000731,103.308149333579721,60.790869553040558,78.514193493520580,40.527246368693703,52.342795662347058,58.657856586267201,75.759309511291789,58.657856586267201,75.759309511291789,57.591350102880526,74.381867520177394,0,0,37,42,24,55,6,49,0,42,32,27,47,15,25,26,68,35,29,75,57,38,55,55,54,0,18,17,28,26,31,28,60,66,38,39,30,30,70,74,54,57,40,42,54,56,52,55,50,56,0,0,4,5,3,6,1,5,1,5,4,3,5,2,3,3,7,4,3,8,6,4,6,6,6,1,2,2,3,3,4,3,7,7,4,4,4,4,8,8,6,6,5,5,6,6,6,6,6,6,1,1,37 %ile,42 %ile,24 %ile,55 %ile,6 %ile,49 %ile,0 %ile,42 %ile,32 %ile,27 %ile,47 %ile,15 %ile,25 %ile,26 %ile,68 %ile,35 %ile,29 %ile,75 %ile,57 %ile,38 %ile,55 %ile,55 %ile,54 %ile,0 %ile,18 %ile,17 %ile,28 %ile,26 %ile,31 %ile,28 %ile,60 %ile,66 %ile,38 %ile,39 %ile,30 %ile,30 %ile,70 %ile,74 %ile,54 %ile,57 %ile,40 %ile,42 %ile,54 %ile,56 %ile,52 %ile,55 %ile,50 %ile,56 %ile,0 %ile,0 %ile,4676019.000000000000000,223269.000000000000000,0,0,0,0,0.1224243,0.00054229
52831,36067011202,NEW YORK,NY,Onondaga County,2,4165,4165,2974,1784,1813,2452,4165,0.607080375,1.038816789151999,567,0.136134454,585,0.140456182,95,0.038743883,452,0.108523409,0,0,144,0.048419637,182,0.043697479,738,0.177190876,0.178461538,6.803072404371580,55.715890000000002,0.097366126,1414.598996127194823,478571.214779265224934,0,0,0.243978932,0.291772308,0.632684631,1.195874149813269,60.375508741775946,8.665099881394772,0,9.106205626787737,15.582251837279980,15.784089753098744,27.009236517951962,16.391170128217926,28.048053307103963,39.460224382746858,67.523091294879904,23.069054254528933,39.475037987775949,0,0,44.316867383700320,75.833625608095900,30.961099131078306,52.979656246751929,22.461973879409751,38.436221198623947,30.961099131078306,52.979656246751929,30.354018755959121,51.940839457599928,37.638983257389313,64.406640927423908,0,0,12,21,23,20,42,37,0,28,36,57,34,15,26,27,65,38,0,73,51,37,51,50,62,0,11,12,16,20,18,21,38,50,26,32,0,0,60,64,35,42,26,31,35,42,30,39,38,50,0,0,2,3,3,3,5,4,1,3,4,6,4,2,3,3,7,4,1,8,6,4,6,6,7,1,2,2,2,3,2,3,4,6,3,4,1,1,7,7,4,5,3,4,4,5,4,4,4,6,1,1,12 %ile,21 %ile,23 %ile,20 %ile,42 %ile,37 %ile,0 %ile,28 %ile,36 %ile,57 %ile,34 %ile,15 %ile,26 %ile,27 %ile,65 %ile,38 %ile,0 %ile,73 %ile,51 %ile,37 %ile,51 %ile,50 %ile,62 %ile,0 %ile,11 %ile,12 %ile,16 %ile,20 %ile,18 %ile,21 %ile,38 %ile,50 %ile,26 %ile,32 %ile,0 %ile,0 %ile,60 %ile,64 %ile,35 %ile,42 %ile,26 %ile,31 %ile,35 %ile,42 %ile,30 %ile,39 %ile,38 %ile,50 %ile,0 %ile,0 %ile,3784862.000000000000000,0,0,0,0,0,0.089130435,0.000419007
52832,36067011231,NEW YORK,NY,Onondaga County,2,4596,4527,3091,1760,1837,2415,4596,0.934651452,1.142682103999310,799,0.173846823,1078,0.238126795,161,0.066666667,443,0.096388164,11,0.00625,224,0.072468457,234,0.050913838,705,0.153394256,0.173333333,6.811262295081970,55.730089999999997,0.101571381,1694.041884733333291,594161.676549984142184,79.000000000000000,0.043004899,0.400466772,0.405966976,1.400125792932324,0,111.754789207367153,8.227954450525264,0,14.019771776585131,17.140231559989648,24.300937746080894,29.709734703982054,27.104892101397922,33.137781015979982,64.490950172291605,78.845065175952371,40.190012426210707,49.135330471970320,20.562331938991527,25.139006287984817,74.772116141787365,91.414568319944777,54.209784202795845,66.275562031959964,48.601875492161788,59.419469407964108,0,0,51.405829847478813,62.847515719962040,54.209784202795845,66.275562031959964,0,0,30,27,29,41,69,29,39,43,47,44,29,15,26,29,69,43,22,80,58,52,0,55,58,0,16,14,26,22,30,26,55,58,40,40,20,20,69,70,50,50,46,47,0,0,47,47,48,51,0,0,4,3,3,5,7,3,4,5,5,5,3,2,3,3,7,5,3,9,6,6,1,6,6,1,2,2,3,3,4,3,6,6,5,5,3,3,7,8,6,6,5,5,1,1,5,5,5,6,1,1,30 %ile,27 %ile,29 %ile,41 %ile,69 %ile,29 %ile,39 %ile,43 %ile,47 %ile,44 %ile,29 %ile,15 %ile,26 %ile,29 %ile,69 %ile,43 %ile,22 %ile,80 %ile,58 %ile,52 %ile,0 %ile,55 %ile,58 %ile,0 %ile,16 %ile,14 %ile,26 %ile,22 %ile,30 %ile,26 %ile,55 %ile,58 %ile,40 %ile,40 %ile,20 %ile,20 %ile,69 %ile,70 %ile,50 %ile,50 %ile,46 %ile,47 %ile,0 %ile,0 %ile,47 %ile,47 %ile,48 %ile,51 %ile,0 %ile,0 %ile,2608901.000000000000000,0,0,0,0,0,0.078987236,0.000288733
52833,36067011232,NEW YORK,NY,Onondaga County,2,4290,4290,3207,1793,1793,2376,4290,0.63535087,1.024527964730694,836,0.194871795,493,0.114918415,100,0.042087542,560,0.130536131,0,0,69,0.021515435,277,0.064568765,636,0.148251748,0.178461538,6.799809562841530,55.793700000000001,0.100480349,1204.568228979639116,569517.285985338268802,86.000000000000000,0.047964306,0.242563962,0.301490478,1.041598794689845,0.654855732,66.745332288952454,8.965358291936660,0,9.530263049969200,15.367919470960416,16.519122619946614,26.637727082998055,17.789824359942507,28.686783012459443,40.027104809870636,64.545261778033748,26.684736539913761,43.030174518689165,14.613070009952773,23.564143188805971,46.380613509850107,74.790541425340692,32.402894369895279,52.250926201265415,29.226140019905547,47.128286377611943,26.684736539913761,43.030174518689165,32.402894369895279,52.250926201265415,41.297806549866536,66.594317707495136,0,0,13,20,32,14,46,52,0,11,67,41,34,15,26,28,63,42,23,73,51,46,42,51,65,0,11,12,17,20,20,22,38,48,29,34,15,19,60,64,36,41,32,38,32,35,32,39,41,51,0,0,2,3,4,2,5,6,1,2,7,5,4,2,3,3,7,5,3,8,6,5,5,6,7,1,2,2,2,3,3,3,4,5,3,4,2,2,7,7,4,5,4,4,4,4,4,4,5,6,1,1,13 %ile,20 %ile,32 %ile,14 %ile,46 %ile,52 %ile,0 %ile,11 %ile,67 %ile,41 %ile,34 %ile,15 %ile,26 %ile,28 %ile,63 %ile,42 %ile,23 %ile,73 %ile,51 %ile,46 %ile,42 %ile,51 %ile,65 %ile,0 %ile,11 %ile,12 %ile,17 %ile,20 %ile,20 %ile,22 %ile,38 %ile,48 %ile,29 %ile,34 %ile,15 %ile,19 %ile,60 %ile,64 %ile,36 %ile,41 %ile,32 %ile,38 %ile,32 %ile,35 %ile,32 %ile,39 %ile,41 %ile,51 %ile,0 %ile,0 %ile,9749882.000000000000000,0,0,0,0,0,0.158786549,0.001079247
52834,36067011241,NEW YORK,NY,Onondaga County,2,2451,2435,1797,898,940,1270,2451,0.36268282,0.505880802,361,0.147286822,106,0.043531828,28,0.022047244,193,0.07874337,5,0.005567929,35,0.019476906,128,0.052223582,487,0.19869441,0.12,6.798970218579240,55.890540000000001,0.094122118,762.518896276334203,558328.779497704934329,59.000000000000000,0.062765957,0.146716207,0.12266702,1.292175922330588,0.224839751,57.604458246673282,7.651141178303694,0,5.440242292594862,7.588212032569629,9.792436126670751,13.658781658625331,9.429753307164425,13.152900856454023,19.584872253341501,27.317563317250663,15.232678419265611,21.246993691194962,9.792436126670751,13.658781658625331,23.937066087417389,33.388132943306367,13.056581502227667,18.211708878167109,18.134140975316203,25.294040108565429,10.880484585189723,15.176424065139258,17.771458155809881,24.788159306394121,18.859506614328851,26.305801712908046,0,0,3,1,25,3,20,17,37,10,49,68,2,15,27,26,54,42,27,66,36,50,30,49,52,0,7,6,10,10,10,8,19,21,18,15,11,12,55,54,26,25,21,20,18,17,18,19,22,21,0,0,1,1,3,1,3,2,4,2,5,7,1,2,3,3,6,5,3,7,4,6,4,5,6,1,1,1,2,2,2,1,2,3,2,2,2,2,6,6,3,3,3,3,2,2,2,2,3,3,1,1,3 %ile,1 %ile,25 %ile,3 %ile,20 %ile,17 %ile,37 %ile,10 %ile,49 %ile,68 %ile,2 %ile,15 %ile,27 %ile,26 %ile,54 %ile,42 %ile,27 %ile,66 %ile,36 %ile,50 %ile,30 %ile,49 %ile,52 %ile,0 %ile,7 %ile,6 %ile,10 %ile,10 %ile,10 %ile,8 %ile,19 %ile,21 %ile,18 %ile,15 %ile,11 %ile,12 %ile,55 %ile,54 %ile,26 %ile,25 %ile,21 %ile,20 %ile,18 %ile,17 %ile,18 %ile,19 %ile,22 %ile,21 %ile,0 %ile,0 %ile,8397369.000000000000000,0,0,0,0,0,0.151603423,0.000929622
