OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
52835,36067011242,NEW YORK,NY,Onondaga County,2,6327,6162,4435,2252,2328,3731,6313,0.514468556,1.040187124783854,1046,0.165323218,545,0.08844531,308,0.082551595,741,0.117376841,36,0.01598579,406,0.091544532,199,0.031452505,808,0.127706654,0.161025641,6.794913934426230,55.996749999999999,0.112059969,625.890073245527219,647076.108442219556309,121.000000000000000,0.051975945,0.1276247,0.010538181,1.418157002515593,0,37.069583555144760,7.306718461094087,0,7.717028336699520,15.602806871757812,13.890651006059135,28.085052369164060,16.977462340738942,34.326175117867187,25.723427788998400,52.009356239192705,23.151085010098559,46.808420615273434,12.347245338719231,24.964490994812500,32.925987569917950,66.571975986166663,12.861713894499200,26.004678119596353,26.752364900558334,54.089730488760416,0,0,23.665553565878525,47.848607740057290,24.694490677438463,49.928981989625001,0,0,8,21,28,9,79,44,52,53,20,31,18,15,27,33,50,45,24,64,25,52,0,46,48,0,9,12,14,21,19,27,25,39,26,38,13,20,56,61,26,27,29,43,0,0,24,36,28,40,0,0,1,3,3,1,8,5,6,6,3,4,2,2,3,4,6,5,3,7,3,6,1,5,5,1,1,2,2,3,2,3,3,4,3,4,2,3,6,7,3,3,3,5,1,1,3,4,3,5,1,1,8 %ile,21 %ile,28 %ile,9 %ile,79 %ile,44 %ile,52 %ile,53 %ile,20 %ile,31 %ile,18 %ile,15 %ile,27 %ile,33 %ile,50 %ile,45 %ile,24 %ile,64 %ile,25 %ile,52 %ile,0 %ile,46 %ile,48 %ile,0 %ile,9 %ile,12 %ile,14 %ile,21 %ile,19 %ile,27 %ile,25 %ile,39 %ile,26 %ile,38 %ile,13 %ile,20 %ile,56 %ile,61 %ile,26 %ile,27 %ile,29 %ile,43 %ile,0 %ile,0 %ile,24 %ile,36 %ile,28 %ile,40 %ile,0 %ile,0 %ile,4197013.000000000000000,0,0,0,0,0,0.108280501,0.000464546
52836,36067011300,NEW YORK,NY,Onondaga County,2,4035,4012,3152,1720,1894,2452,4017,0.500194379,1.203093456826910,527,0.130607187,419,0.10443669,84,0.034257749,604,0.150360966,0,0,233,0.07392132,255,0.063197026,685,0.16976456,0.183589744,6.754753551912570,55.831470000000003,0.081349011,895.675489365366047,298786.758462034224067,610.000000000000000,0.322069694,0.134056089,0.205695962,0.42786834,0.541089604,44.325613726620574,6.028727092265164,0,7.002721312165613,16.843308395576738,13.005053865450424,31.280429877499657,10.504081968248419,25.264962593365105,28.511079628102852,68.576327039133858,15.005831383212026,36.092803704807295,31.012051525304855,74.591794323268402,32.512634663626059,78.201074693749135,22.008552695377638,52.936112100384030,15.506025762652428,37.295897161634201,19.507580798175635,46.920644816249485,23.509135833698842,56.545392470864762,17.506803280414033,42.108270988941847,0,0,7,31,22,12,36,64,0,44,65,53,40,14,26,21,57,30,62,65,44,31,39,47,35,0,8,14,13,24,11,19,28,51,17,28,30,51,56,65,30,42,19,30,25,38,24,42,20,34,0,0,1,4,3,2,4,7,1,5,7,6,5,2,3,3,6,4,7,7,5,4,4,5,4,1,1,2,2,3,2,2,3,6,2,3,4,6,6,7,4,5,2,4,3,4,3,5,3,4,1,1,7 %ile,31 %ile,22 %ile,12 %ile,36 %ile,64 %ile,0 %ile,44 %ile,65 %ile,53 %ile,40 %ile,14 %ile,26 %ile,21 %ile,57 %ile,30 %ile,62 %ile,65 %ile,44 %ile,31 %ile,39 %ile,47 %ile,35 %ile,0 %ile,8 %ile,14 %ile,13 %ile,24 %ile,11 %ile,19 %ile,28 %ile,51 %ile,17 %ile,28 %ile,30 %ile,51 %ile,56 %ile,65 %ile,30 %ile,42 %ile,19 %ile,30 %ile,25 %ile,38 %ile,24 %ile,42 %ile,20 %ile,34 %ile,0 %ile,0 %ile,56588932.000000000000000,2030181.000000000000000,0,0,0,0,0.559775592,0.006493307
52837,36067011401,NEW YORK,NY,Onondaga County,2,7085,7059,4927,2901,2901,3728,7076,0.497228049,0.855487297,254,0.035850388,1139,0.161354299,107,0.028701717,796,0.112492934,0,0,166,0.033691902,181,0.02554693,1515,0.21383204,0.140512821,6.757435792349730,55.522790000000001,0.074941087,1141.800093173390451,210512.137605701282155,193.000000000000000,0.066528783,0.144560565,0.628347675,0.186074188,0.437643748,73.130212510312774,6.956514986699061,0,6.961192687884197,11.976822158277457,12.430701228364638,21.387182425495460,8.950104884422540,15.398771346356732,30.828139046344301,53.040212415228744,12.430701228364638,21.387182425495460,13.922385375768394,23.953644316554914,32.817051242882641,56.462161603308012,34.308735390286401,59.028623494367473,10.939017080960880,18.820720534436006,18.397437817979664,31.653029989733280,25.855858554998449,44.485339445030554,21.878034161921761,37.641441068872012,0,0,7,11,4,24,29,40,0,19,14,75,7,14,25,18,62,25,28,66,69,22,37,52,44,0,8,9,13,16,9,10,30,40,14,15,14,19,56,58,38,46,15,15,24,26,26,34,25,31,0,0,1,2,1,3,3,5,1,2,2,8,1,2,3,2,7,3,3,7,7,3,4,6,5,1,1,1,2,2,1,2,4,5,2,2,2,2,6,6,4,5,2,2,3,3,3,4,3,4,1,1,7 %ile,11 %ile,4 %ile,24 %ile,29 %ile,40 %ile,0 %ile,19 %ile,14 %ile,75 %ile,7 %ile,14 %ile,25 %ile,18 %ile,62 %ile,25 %ile,28 %ile,66 %ile,69 %ile,22 %ile,37 %ile,52 %ile,44 %ile,0 %ile,8 %ile,9 %ile,13 %ile,16 %ile,9 %ile,10 %ile,30 %ile,40 %ile,14 %ile,15 %ile,14 %ile,19 %ile,56 %ile,58 %ile,38 %ile,46 %ile,15 %ile,15 %ile,24 %ile,26 %ile,26 %ile,34 %ile,25 %ile,31 %ile,0 %ile,0 %ile,19439492.000000000000000,542616.000000000000000,0,0,0,0,0.198848096,0.00221278
52838,36067011402,NEW YORK,NY,Onondaga County,2,4134,4134,2906,1498,1589,2063,4134,0.596964261,1.030529601885239,194,0.046927915,791,0.191340106,38,0.018419777,372,0.089985486,0,0,175,0.060220234,292,0.070633769,755,0.182631834,0.172307692,6.699513387978140,55.362319999999997,0.059081624,714.307963948365227,88858.732110745579121,481.000000000000000,0.302706104,0.061827872,0.239101113,0,0.163936877,82.170159368984002,3.323616587427947,0,7.760535389556505,13.396884824508104,14.327142257642778,24.732710445245729,6.566606868086273,11.335825620737626,31.639105818961134,54.618068899917652,9.551428171761852,16.488473630163821,36.414819904842062,62.862305714999565,34.026962861901602,58.740187307458612,28.057320254550440,48.434891288606224,0,0,16.714999300583241,28.854828852786685,31.042141558226021,53.587539298032418,4.775714085880926,8.244236815081910,0,0,11,21,6,31,16,24,0,36,74,60,28,13,24,11,53,16,61,57,47,0,28,52,8,0,9,11,15,18,7,7,31,41,11,11,34,44,57,59,33,39,0,0,22,23,31,40,5,6,0,0,2,3,1,4,2,3,1,4,8,7,3,2,3,2,6,2,7,6,5,1,3,6,1,1,1,2,2,2,1,1,4,5,2,2,4,5,6,6,4,4,1,1,3,3,4,5,1,1,1,1,11 %ile,21 %ile,6 %ile,31 %ile,16 %ile,24 %ile,0 %ile,36 %ile,74 %ile,60 %ile,28 %ile,13 %ile,24 %ile,11 %ile,53 %ile,16 %ile,61 %ile,57 %ile,47 %ile,0 %ile,28 %ile,52 %ile,8 %ile,0 %ile,9 %ile,11 %ile,15 %ile,18 %ile,7 %ile,7 %ile,31 %ile,41 %ile,11 %ile,11 %ile,34 %ile,44 %ile,57 %ile,59 %ile,33 %ile,39 %ile,0 %ile,0 %ile,22 %ile,23 %ile,31 %ile,40 %ile,5 %ile,6 %ile,0 %ile,0 %ile,107480365.000000000000000,5763009.000000000000000,0,0,0,0,0.643171049,0.012538511
52839,36067011500,NEW YORK,NY,Onondaga County,2,6294,6258,4310,2415,2464,3342,6278,0.901421284,0.953350309,1100,0.174769622,1410,0.225311601,165,0.049371634,571,0.090952533,37,0.015320911,360,0.083526682,270,0.042897998,950,0.150937401,0.133333333,6.810248360655740,55.596519999999998,0.09176177,1939.543498732389708,438901.884324107202701,633.000000000000000,0.256899351,0.493301297,0.904650068,0.7859696,0.333917728,113.134320550223833,7.251860389204561,0,13.521319258800030,14.300254639270516,22.535532098000051,23.833757732117526,22.535532098000051,23.833757732117526,64.000911158320136,67.687871959213780,33.352587505040070,35.273961443533942,50.479591899520109,53.387617319943260,74.817966565360166,79.128075670630196,70.310860145760159,74.361324124206689,36.958272640720082,39.087362680672747,30.648323653280066,32.413910515679838,50.479591899520109,53.387617319943260,43.268221628160092,45.760814845665649,0,0,28,16,29,38,54,25,51,49,35,43,5,15,25,25,71,37,56,83,78,41,34,56,48,0,15,11,24,18,25,17,55,50,35,28,46,38,69,66,58,55,38,31,35,26,46,40,42,37,0,0,3,2,3,4,6,3,6,5,4,5,1,2,3,3,8,4,6,9,8,5,4,6,5,1,2,2,3,2,3,2,6,6,4,3,5,4,7,7,6,6,4,4,4,3,5,5,5,4,1,1,28 %ile,16 %ile,29 %ile,38 %ile,54 %ile,25 %ile,51 %ile,49 %ile,35 %ile,43 %ile,5 %ile,15 %ile,25 %ile,25 %ile,71 %ile,37 %ile,56 %ile,83 %ile,78 %ile,41 %ile,34 %ile,56 %ile,48 %ile,0 %ile,15 %ile,11 %ile,24 %ile,18 %ile,25 %ile,17 %ile,55 %ile,50 %ile,35 %ile,28 %ile,46 %ile,38 %ile,69 %ile,66 %ile,58 %ile,55 %ile,38 %ile,31 %ile,35 %ile,26 %ile,46 %ile,40 %ile,42 %ile,37 %ile,0 %ile,0 %ile,24668805.000000000000000,884225.000000000000000,1,0,0,0,0.235822089,0.002827615
52840,36067011600,NEW YORK,NY,Onondaga County,2,5509,5509,3795,2048,2131,3219,5509,0.604341829,0.889588919,569,0.103285533,879,0.159557088,205,0.063684374,628,0.11399528,29,0.014160156,134,0.035309618,263,0.047740062,839,0.152296243,0.140512821,6.761873497267760,55.386800000000001,0.077858516,1108.959869947326752,249348.504809680278413,880.000000000000000,0.412951666,0.145839735,0.678491503,0,1.640645298932059,87.924602893201666,7.243820634840420,0,8.460785602839779,12.454244867976614,14.504203890582481,21.350134059388481,11.482494746711129,16.902189463682550,36.864851555230473,54.264924067612391,16.921571205679559,24.908489735953228,42.908269842973169,63.160813259024259,39.886560699101821,58.712868663318325,42.908269842973169,63.160813259024259,0,0,33.843142411359118,49.816979471906457,32.030116925036310,47.148212714482895,28.404065952390692,41.810679199635779,0,0,12,13,17,24,67,41,50,20,43,44,7,14,24,19,61,28,71,66,71,0,56,53,47,0,10,10,15,16,12,11,35,41,20,18,40,44,58,59,43,48,0,0,38,40,32,36,31,34,0,0,2,2,2,3,7,5,6,3,5,5,1,2,3,2,7,3,8,7,8,1,6,6,5,1,2,2,2,2,2,2,4,5,3,2,5,5,6,6,5,5,1,1,4,5,4,4,4,4,1,1,12 %ile,13 %ile,17 %ile,24 %ile,67 %ile,41 %ile,50 %ile,20 %ile,43 %ile,44 %ile,7 %ile,14 %ile,24 %ile,19 %ile,61 %ile,28 %ile,71 %ile,66 %ile,71 %ile,0 %ile,56 %ile,53 %ile,47 %ile,0 %ile,10 %ile,10 %ile,15 %ile,16 %ile,12 %ile,11 %ile,35 %ile,41 %ile,20 %ile,18 %ile,40 %ile,44 %ile,58 %ile,59 %ile,43 %ile,48 %ile,0 %ile,0 %ile,38 %ile,40 %ile,32 %ile,36 %ile,31 %ile,34 %ile,0 %ile,0 %ile,8250099.000000000000000,437309.000000000000000,0,0,0,0,0.159788203,0.00096163
52841,36067011700,NEW YORK,NY,Onondaga County,2,4479,4351,3129,2032,2112,1961,4284,0.976404335,1.509633664373252,503,0.112301853,1267,0.291197426,27,0.013768485,795,0.18557423,0,0,130,0.04154682,447,0.099799062,1023,0.228399196,0.195897436,6.771936338797810,55.350720000000003,0.087096676,1354.169588140033284,310878.071354482148308,764.000000000000000,0.361742424,0.181888163,0.609355923,0.114239188,2.232825533291431,95.220888941112719,7.954315688389204,0,13.669660693664701,21.134871301225527,23.433704046282344,36.231207944958044,22.457299711020582,34.721574280584797,63.466281792014684,98.126188184261380,30.268534393114695,46.798643595570809,64.442686127276446,99.635821848634635,67.371899133061746,104.164722841754383,66.395494797799984,102.655089177381129,17.575278034711758,27.173405958718536,61.513473121491160,95.106920855514872,52.725834104135281,81.520217876155613,53.702238439397043,83.029851540528853,0,0,33,49,19,52,11,80,0,24,92,80,52,14,24,23,65,31,66,69,68,18,63,54,55,0,15,17,25,28,25,27,55,68,32,38,55,65,67,74,57,69,21,21,55,65,48,59,48,60,0,0,4,5,2,6,2,9,1,3,10,9,6,2,3,3,7,4,7,7,7,2,7,6,6,1,2,2,3,3,3,3,6,7,4,4,6,7,7,8,6,7,3,3,6,7,5,6,5,7,1,1,33 %ile,49 %ile,19 %ile,52 %ile,11 %ile,80 %ile,0 %ile,24 %ile,92 %ile,80 %ile,52 %ile,14 %ile,24 %ile,23 %ile,65 %ile,31 %ile,66 %ile,69 %ile,68 %ile,18 %ile,63 %ile,54 %ile,55 %ile,0 %ile,15 %ile,17 %ile,25 %ile,28 %ile,25 %ile,27 %ile,55 %ile,68 %ile,32 %ile,38 %ile,55 %ile,65 %ile,67 %ile,74 %ile,57 %ile,69 %ile,21 %ile,21 %ile,55 %ile,65 %ile,48 %ile,59 %ile,48 %ile,60 %ile,0 %ile,0 %ile,5746975.000000000000000,389030.000000000000000,0,0,0,0,0.13253327,0.000678995
52842,36067011800,NEW YORK,NY,Onondaga County,2,5951,5951,4477,2849,3018,3172,5951,0.998840976,1.302714483872909,662,0.111241808,1786,0.300117627,225,0.070933165,1062,0.178457402,0,0,310,0.069242797,372,0.062510502,1176,0.197613846,0.145641026,6.814887431693990,55.436819999999997,0.097144832,2258.015421493106260,517988.452741440385580,879.000000000000000,0.291252485,0.62257202,0.935787573,0.782589261,0.810009911,106.958497983950124,7.906196391669503,0,14.982614635775814,19.540717258093636,23.972183417241304,31.265147612949818,26.968706344396466,35.173291064568545,73.914232203160680,96.400871806595262,39.953639028735502,52.108579354916358,58.931617567384869,76.860154548501626,85.900323911781328,112.033445613070171,78.908437081752623,102.914444225959812,40.952480004453889,53.411293838789270,43.949002931609051,57.319437290407997,54.936253664511320,71.649296613009994,53.937412688792932,70.346582129137090,0,0,34,37,19,54,72,78,0,41,64,67,9,15,24,27,74,40,59,86,79,41,44,55,54,0,17,16,25,24,30,27,61,67,40,42,51,53,72,77,62,69,41,42,45,45,49,53,48,53,0,0,4,4,2,6,8,8,1,5,7,7,1,2,3,3,8,5,6,9,8,5,5,6,6,1,2,2,3,3,4,3,7,7,5,5,6,6,8,8,7,7,5,5,5,5,5,6,5,6,1,1,34 %ile,37 %ile,19 %ile,54 %ile,72 %ile,78 %ile,0 %ile,41 %ile,64 %ile,67 %ile,9 %ile,15 %ile,24 %ile,27 %ile,74 %ile,40 %ile,59 %ile,86 %ile,79 %ile,41 %ile,44 %ile,55 %ile,54 %ile,0 %ile,17 %ile,16 %ile,25 %ile,24 %ile,30 %ile,27 %ile,61 %ile,67 %ile,40 %ile,42 %ile,51 %ile,53 %ile,72 %ile,77 %ile,62 %ile,69 %ile,41 %ile,42 %ile,45 %ile,45 %ile,49 %ile,53 %ile,48 %ile,53 %ile,0 %ile,0 %ile,7781523.000000000000000,259382.000000000000000,0,0,0,0,0.15315003,0.000889495
52843,36067011900,NEW YORK,NY,Onondaga County,2,3815,3794,2623,1432,1576,1897,3815,0.52753889,0.915219143,118,0.030930537,666,0.175540327,23,0.012124407,339,0.088859764,0,0,107,0.040792985,138,0.036173001,700,0.183486239,0.161025641,6.760013661202190,55.261090000000003,0.078395321,1138.391862783611941,340789.160259603639133,755.000000000000000,0.479060914,0.162494696,0.723873969,0.386448413,0.439108879,107.338150891793902,5.281171386670150,0,7.385544457794776,12.813068008196248,12.133394466377132,21.050040299179550,10.023238907007196,17.389163725409194,32.707411170234010,56.743586893440529,16.881244474959487,29.287012590162853,40.092955628028783,69.556654901636776,35.872644509288911,62.234901754096065,37.982800068658847,65.895778327866424,15.826166695274519,27.456574303277673,19.518938924171906,33.863108307375796,29.014638941336621,50.337052889342402,14.243550025747068,24.710916872949905,0,0,8,14,3,27,10,24,0,23,25,61,18,14,23,19,62,32,76,68,72,30,37,55,27,0,9,10,12,15,11,12,32,43,19,22,38,48,57,60,40,50,19,21,25,27,29,38,17,19,0,0,1,2,1,3,2,3,1,3,3,7,2,2,3,2,7,4,8,7,8,4,4,6,3,1,1,2,2,2,2,2,4,5,2,3,4,5,6,7,5,6,2,3,3,3,3,4,2,2,1,1,8 %ile,14 %ile,3 %ile,27 %ile,10 %ile,24 %ile,0 %ile,23 %ile,25 %ile,61 %ile,18 %ile,14 %ile,23 %ile,19 %ile,62 %ile,32 %ile,76 %ile,68 %ile,72 %ile,30 %ile,37 %ile,55 %ile,27 %ile,0 %ile,9 %ile,10 %ile,12 %ile,15 %ile,11 %ile,12 %ile,32 %ile,43 %ile,19 %ile,22 %ile,38 %ile,48 %ile,57 %ile,60 %ile,40 %ile,50 %ile,19 %ile,21 %ile,25 %ile,27 %ile,29 %ile,38 %ile,17 %ile,19 %ile,0 %ile,0 %ile,78313721.000000000000000,1182154.000000000000000,0,0,0,0,0.464239639,0.008792425
52844,36067012000,NEW YORK,NY,Onondaga County,2,5470,5456,4020,2282,2604,2683,5470,1.020258541729989,1.528468309784576,516,0.094332724,1737,0.318365103,183,0.068207231,1150,0.21023766,7,0.003067485,353,0.087810945,397,0.072577697,1138,0.208043876,0.158974359,6.716381693989070,54.948799999999999,0.066980042,232.873893700547853,145056.176512863370590,1075.000000000000000,0.412826421,0.041982172,0.157462102,0.214580062,0.143403454,173.609979848008010,5.055242222012003,0.631260215,13.263361042489851,19.870088027199486,22.445687918059747,33.626302815260672,15.303878125949828,22.927024646768640,34.688790418819607,51.967922532675580,20.405170834599772,30.569366195691519,72.438356462829191,108.521249994704888,56.114219795149367,84.065757038151673,40.810341669199545,61.138732391383037,23.465946459789738,35.154771125045244,27.546980626709690,41.268644364183551,60.195253962069323,90.179630277289974,25.506463543249712,38.211707744614401,76.519390629749140,114.635123233843188,35,50,15,58,70,87,34,51,76,72,17,13,22,15,34,20,71,55,40,23,27,59,25,75,15,16,24,25,17,17,34,39,23,24,60,69,63,68,42,47,27,28,32,33,53,64,28,31,78,81,4,6,2,6,8,9,4,6,8,8,2,2,3,2,4,3,8,6,5,3,3,6,3,8,2,2,3,3,2,2,4,4,3,3,7,7,7,7,5,5,3,3,4,4,6,7,3,4,8,9,35 %ile,50 %ile,15 %ile,58 %ile,70 %ile,87 %ile,34 %ile,51 %ile,76 %ile,72 %ile,17 %ile,13 %ile,22 %ile,15 %ile,34 %ile,20 %ile,71 %ile,55 %ile,40 %ile,23 %ile,27 %ile,59 %ile,25 %ile,75 %ile,15 %ile,16 %ile,24 %ile,25 %ile,17 %ile,17 %ile,34 %ile,39 %ile,23 %ile,24 %ile,60 %ile,69 %ile,63 %ile,68 %ile,42 %ile,47 %ile,27 %ile,28 %ile,32 %ile,33 %ile,53 %ile,64 %ile,28 %ile,31 %ile,78 %ile,81 %ile,97273813.000000000000000,1915949.000000000000000,0,0,0,1,0.443436826,0.010959189
52845,36067012100,NEW YORK,NY,Onondaga County,2,5001,4935,3356,1811,1927,2545,4969,0.415014681,0.97778839,394,0.078784243,517,0.104761905,119,0.04675835,544,0.109478768,12,0.006626173,89,0.026519666,340,0.067986403,805,0.160967806,0.179487179,6.769097267759560,55.201380000000000,0.087137993,1538.873334692022354,539806.506416945252568,448.000000000000000,0.232485729,0.409462772,0.83501952,1.424881774496902,0.110363176,138.448716921696672,5.768809506270758,0,5.810205533745866,13.689037453366907,9.545337662582494,22.489132959102776,9.545337662582494,22.489132959102776,27.805983625783789,65.511822098255905,17.015601920255751,40.089323970574512,21.995778092037920,51.822784644889005,33.616189159529654,79.200859551622813,31.541115754620414,74.311917603991773,21.580763411056076,50.844996255362794,10.375367024546190,24.444709738155190,23.655836815965312,55.733938202993833,13.280469791419122,31.289228464838644,0,0,4,18,12,12,51,38,40,14,71,48,36,14,23,23,67,41,53,81,76,52,25,57,32,0,7,11,10,17,10,16,27,49,20,32,22,37,56,66,36,55,25,40,18,20,24,42,16,25,0,0,1,2,2,2,6,4,5,2,8,5,4,2,3,3,7,5,6,9,8,6,3,6,4,1,1,2,2,2,2,2,3,5,3,4,3,4,6,7,4,6,3,5,2,3,3,5,2,3,1,1,4 %ile,18 %ile,12 %ile,12 %ile,51 %ile,38 %ile,40 %ile,14 %ile,71 %ile,48 %ile,36 %ile,14 %ile,23 %ile,23 %ile,67 %ile,41 %ile,53 %ile,81 %ile,76 %ile,52 %ile,25 %ile,57 %ile,32 %ile,0 %ile,7 %ile,11 %ile,10 %ile,17 %ile,10 %ile,16 %ile,27 %ile,49 %ile,20 %ile,32 %ile,22 %ile,37 %ile,56 %ile,66 %ile,36 %ile,55 %ile,25 %ile,40 %ile,18 %ile,20 %ile,24 %ile,42 %ile,16 %ile,25 %ile,0 %ile,0 %ile,54738585.000000000000000,42062.000000000000000,0,0,0,0,0.43625576,0.0060532
52846,36067012200,NEW YORK,NY,Onondaga County,2,1232,1232,943,672,705,655,1232,1.060404317992994,1.479278684624674,99,0.080357143,421,0.341720779,35,0.053435115,188,0.152597403,0,0,56,0.059384942,87,0.070616883,258,0.209415584,0.191794872,6.746177049180330,55.149160000000002,0.068663161,326.911232299999995,364079.322086991625838,457.000000000000000,0.64822695,0.204058812,0.540625916,0.708181866,0.534218651,72.302940649251553,6.168137550354004,0,14.845660451901917,20.709901584745438,24.389299313838862,34.023409746367506,15.906064769894911,22.189180269370112,42.416172719719761,59.171147384986966,34.993342493768807,48.816196592614247,92.255175665390482,128.697245562346666,75.288706577502580,105.028786608351865,68.926280669544610,96.153114500603820,41.355768401726770,57.691868700362292,41.355768401726770,57.691868700362292,54.080620217642696,75.443212915858382,38.174555447747785,53.254032646488270,0,0,37,48,12,62,58,66,0,35,74,73,48,14,23,15,40,33,87,71,65,39,39,51,36,0,17,17,26,26,18,16,40,45,36,39,69,77,69,75,58,66,41,45,43,45,49,55,39,42,0,0,4,5,2,7,6,7,1,4,8,8,5,2,3,2,5,4,9,8,7,4,4,6,4,1,2,2,3,3,2,2,5,5,4,4,7,8,7,8,6,7,5,5,5,5,5,6,4,5,1,1,37 %ile,48 %ile,12 %ile,62 %ile,58 %ile,66 %ile,0 %ile,35 %ile,74 %ile,73 %ile,48 %ile,14 %ile,23 %ile,15 %ile,40 %ile,33 %ile,87 %ile,71 %ile,65 %ile,39 %ile,39 %ile,51 %ile,36 %ile,0 %ile,17 %ile,17 %ile,26 %ile,26 %ile,18 %ile,16 %ile,40 %ile,45 %ile,36 %ile,39 %ile,69 %ile,77 %ile,69 %ile,75 %ile,58 %ile,66 %ile,41 %ile,45 %ile,43 %ile,45 %ile,49 %ile,55 %ile,39 %ile,42 %ile,0 %ile,0 %ile,996819.000000000000000,0,0,0,0,0,0.056329455,0.00011011
